trait,id,e2m,m2y,e2m2y,padj,coef,file,method,tissue,category
AnthesistoSilkInterval,GRMZM2G086727,0.193597063990477,0.000697694954824968,0.193597063990477,1,-0.13744437723004,res.eq_mediator_AnthesistoSilkInterval_ts_Kern.csv,res.eq,Kern,Flowering Time
AnthesistoSilkInterval,GRMZM2G089259,0.390031107992832,0.389892216259192,0.390031107992832,1,-0.0390883568388007,res.eq_mediator_AnthesistoSilkInterval_ts_Kern.csv,res.eq,Kern,Flowering Time
AnthesistoSilkInterval,GRMZM2G090719,0.308104096783132,0.277475569728809,0.308104096783132,1,0.0437684559839833,res.eq_mediator_AnthesistoSilkInterval_ts_Kern.csv,res.eq,Kern,Flowering Time
AnthesistoSilkInterval,GRMZM2G101020,0.370048497706922,0.0761919837651042,0.370048497706922,1,0.0764003417112768,res.eq_mediator_AnthesistoSilkInterval_ts_Kern.csv,res.eq,Kern,Flowering Time
AnthesistoSilkInterval,GRMZM2G104375,0.158667254509912,0.0162283148125189,0.158667254509912,1,0.0945172246289339,res.eq_mediator_AnthesistoSilkInterval_ts_Kern.csv,res.eq,Kern,Flowering Time
AnthesistoSilkInterval,GRMZM2G106622,3.91372721736695e-21,0.0571045178407701,0.0571045178407701,1,-0.0775502336238023,res.eq_mediator_AnthesistoSilkInterval_ts_Kern.csv,res.eq,Kern,Flowering Time
AnthesistoSilkInterval,GRMZM2G119117,0.538356541925424,0.405085134216422,0.538356541925424,1,0.0408657346831583,res.eq_mediator_AnthesistoSilkInterval_ts_Kern.csv,res.eq,Kern,Flowering Time
AnthesistoSilkInterval,GRMZM2G127598,0.128626409529305,0.145290112859462,0.145290112859462,1,0.056260178549343,res.eq_mediator_AnthesistoSilkInterval_ts_Kern.csv,res.eq,Kern,Flowering Time
AnthesistoSilkInterval,GRMZM2G131988,0.329578454879788,0.897374245179431,0.897374245179431,1,-0.0052039263405344,res.eq_mediator_AnthesistoSilkInterval_ts_Kern.csv,res.eq,Kern,Flowering Time
AnthesistoSilkInterval,GRMZM2G155991,2.18020581292041e-16,0.68730190147624,0.68730190147624,1,-0.0184973384630318,res.eq_mediator_AnthesistoSilkInterval_ts_Kern.csv,res.eq,Kern,Flowering Time
AnthesistoSilkInterval,GRMZM2G158248,0.170402961181026,0.800366885969986,0.800366885969986,1,0.0111635292506008,res.eq_mediator_AnthesistoSilkInterval_ts_Kern.csv,res.eq,Kern,Flowering Time
AnthesistoSilkInterval,GRMZM2G170128,0.292580170328999,0.542932993202194,0.542932993202194,1,-0.0251250412927282,res.eq_mediator_AnthesistoSilkInterval_ts_Kern.csv,res.eq,Kern,Flowering Time
AnthesistoSilkInterval,GRMZM2G314386,0.167569141386615,0.226582427970583,0.226582427970583,1,-0.0490718908677942,res.eq_mediator_AnthesistoSilkInterval_ts_Kern.csv,res.eq,Kern,Flowering Time
AnthesistoSilkInterval,GRMZM2G428518,0.344562303015166,0.466200668397161,0.466200668397161,1,-0.0398971445860224,res.eq_mediator_AnthesistoSilkInterval_ts_Kern.csv,res.eq,Kern,Flowering Time
AnthesistoSilkInterval,GRMZM2G476699,5.31455131294746e-18,0.0484698531247017,0.0484698531247017,1,-0.0784329724371826,res.eq_mediator_AnthesistoSilkInterval_ts_Kern.csv,res.eq,Kern,Flowering Time
AnthesistoSilkInterval,GRMZM5G871143,2.6952315863892e-20,0.247809129981694,0.247809129981694,1,-0.0478474166271326,res.eq_mediator_AnthesistoSilkInterval_ts_Kern.csv,res.eq,Kern,Flowering Time
AnthesistoSilkInterval,AC148152.3_FG005,2.66357795455413e-19,0.0433660992933052,0.0433660992933052,0.173464397173221,0.128009930407987,res.eq_mediator_AnthesistoSilkInterval_ts_L3Base.csv,res.eq,L3Base,Flowering Time
AnthesistoSilkInterval,GRMZM2G000231,1.91681405524425e-26,6.39123112211593e-08,6.39123112211593e-08,5.11298489769274e-07,0.334799884524554,res.eq_mediator_AnthesistoSilkInterval_ts_L3Base.csv,res.eq,L3Base,Flowering Time
AnthesistoSilkInterval,GRMZM2G048616,0.127553169955388,0.00440862353402571,0.127553169955388,0.382659509866164,-0.182293233991883,res.eq_mediator_AnthesistoSilkInterval_ts_L3Base.csv,res.eq,L3Base,Flowering Time
AnthesistoSilkInterval,GRMZM2G055724,2.89371462174423e-21,0.00387039256990751,0.00387039256990751,0.0193519628495376,0.190032416021955,res.eq_mediator_AnthesistoSilkInterval_ts_L3Base.csv,res.eq,L3Base,Flowering Time
AnthesistoSilkInterval,GRMZM2G067299,1.43994829974403e-25,0.393991717296591,0.393991717296591,0.438017583521526,-0.0541649776995223,res.eq_mediator_AnthesistoSilkInterval_ts_L3Base.csv,res.eq,L3Base,Flowering Time
AnthesistoSilkInterval,GRMZM2G071157,0.219008791760763,0.00289852741443442,0.219008791760763,0.438017583521526,-0.186543532334756,res.eq_mediator_AnthesistoSilkInterval_ts_L3Base.csv,res.eq,L3Base,Flowering Time
AnthesistoSilkInterval,GRMZM2G090719,3.6022596429015e-22,6.16689294081763e-05,6.16689294081763e-05,0.000431682505857234,0.262958767581486,res.eq_mediator_AnthesistoSilkInterval_ts_L3Base.csv,res.eq,L3Base,Flowering Time
AnthesistoSilkInterval,GRMZM2G155073,2.24087887230539e-17,0.000175882064985755,0.000175882064985755,0.00105529238991453,-0.246308326353058,res.eq_mediator_AnthesistoSilkInterval_ts_L3Base.csv,res.eq,L3Base,Flowering Time
AnthesistoSilkInterval,AC149475.2_FG003,0.130705592822355,0.0683799402136383,0.130705592822355,0.466764608156782,0.109142002541503,res.eq_mediator_AnthesistoSilkInterval_ts_L3Tip.csv,res.eq,L3Tip,Flowering Time
AnthesistoSilkInterval,GRMZM2G003064,3.48729101918709e-23,0.246552229981275,0.246552229981275,0.493104459962551,-0.0696542451266481,res.eq_mediator_AnthesistoSilkInterval_ts_L3Tip.csv,res.eq,L3Tip,Flowering Time
AnthesistoSilkInterval,GRMZM2G014341,0.0556084807998968,0.0316993589680652,0.0556084807998968,0.333650884799381,-0.128537343794841,res.eq_mediator_AnthesistoSilkInterval_ts_L3Tip.csv,res.eq,L3Tip,Flowering Time
AnthesistoSilkInterval,GRMZM2G077340,0.0933529216313564,0.0796769902847987,0.0933529216313564,0.466764608156782,0.106326001794583,res.eq_mediator_AnthesistoSilkInterval_ts_L3Tip.csv,res.eq,L3Tip,Flowering Time
AnthesistoSilkInterval,GRMZM2G090719,2.93628533236873e-26,0.0152139983934092,0.0152139983934092,0.121711987147274,0.148710139023667,res.eq_mediator_AnthesistoSilkInterval_ts_L3Tip.csv,res.eq,L3Tip,Flowering Time
AnthesistoSilkInterval,GRMZM2G091235,1.18065550115263e-20,0.0340321737131024,0.0340321737131024,0.238225215991717,0.131165217756421,res.eq_mediator_AnthesistoSilkInterval_ts_L3Tip.csv,res.eq,L3Tip,Flowering Time
AnthesistoSilkInterval,GRMZM2G100288,1.89351962544115e-18,0.101798788899094,0.101798788899094,0.466764608156782,-0.105381160909079,res.eq_mediator_AnthesistoSilkInterval_ts_L3Tip.csv,res.eq,L3Tip,Flowering Time
AnthesistoSilkInterval,GRMZM2G429035,0.639871909706191,0.000368675339260216,0.639871909706191,0.639871909706191,0.230045380054967,res.eq_mediator_AnthesistoSilkInterval_ts_L3Tip.csv,res.eq,L3Tip,Flowering Time
AnthesistoSilkInterval,GRMZM2G465046,1.29278018498157e-18,0.00252035393284866,0.00252035393284866,0.022683185395638,0.183255353602677,res.eq_mediator_AnthesistoSilkInterval_ts_L3Tip.csv,res.eq,L3Tip,Flowering Time
AnthesistoSilkInterval,AC148167.6_FG001,1.08039190980488e-15,0.542665459013343,0.542665459013343,1,-0.0374892739260803,res.eq_mediator_AnthesistoSilkInterval_ts_LMAD.csv,res.eq,LMAD,Flowering Time
AnthesistoSilkInterval,GRMZM2G000231,0.205386071370946,0.0179806461769143,0.205386071370946,1,0.154110627862767,res.eq_mediator_AnthesistoSilkInterval_ts_LMAD.csv,res.eq,LMAD,Flowering Time
AnthesistoSilkInterval,GRMZM2G014917,0.3321974823137,0.00746884289213634,0.3321974823137,1,0.165648296784052,res.eq_mediator_AnthesistoSilkInterval_ts_LMAD.csv,res.eq,LMAD,Flowering Time
AnthesistoSilkInterval,GRMZM2G074245,0.274712289003972,0.198564676122826,0.274712289003972,1,0.0813573605017047,res.eq_mediator_AnthesistoSilkInterval_ts_LMAD.csv,res.eq,LMAD,Flowering Time
AnthesistoSilkInterval,GRMZM2G098890,0.295618220781092,0.000187958182767511,0.295618220781092,1,-0.218799925457585,res.eq_mediator_AnthesistoSilkInterval_ts_LMAD.csv,res.eq,LMAD,Flowering Time
AnthesistoSilkInterval,GRMZM2G114552,0.178989681131245,0.00339509138381522,0.178989681131245,1,0.187224465304709,res.eq_mediator_AnthesistoSilkInterval_ts_LMAD.csv,res.eq,LMAD,Flowering Time
AnthesistoSilkInterval,GRMZM2G151717,0.304220409309367,0.0201994168024606,0.304220409309367,1,0.141069728918963,res.eq_mediator_AnthesistoSilkInterval_ts_LMAD.csv,res.eq,LMAD,Flowering Time
AnthesistoSilkInterval,GRMZM2G172642,1.58759647646165e-19,0.0015396672469048,0.0015396672469048,0.0215553414566672,-0.190642682152474,res.eq_mediator_AnthesistoSilkInterval_ts_LMAD.csv,res.eq,LMAD,Flowering Time
AnthesistoSilkInterval,GRMZM2G321778,0.17533683530211,0.0111764134051533,0.17533683530211,1,0.155504549658583,res.eq_mediator_AnthesistoSilkInterval_ts_LMAD.csv,res.eq,LMAD,Flowering Time
AnthesistoSilkInterval,GRMZM2G323024,0.197136385938495,8.62885896293353e-05,0.197136385938495,1,0.243943453932954,res.eq_mediator_AnthesistoSilkInterval_ts_LMAD.csv,res.eq,LMAD,Flowering Time
AnthesistoSilkInterval,GRMZM2G353905,0.00598001639134208,1.8015220026868e-07,0.00598001639134208,0.0777402130874471,0.303096223952589,res.eq_mediator_AnthesistoSilkInterval_ts_LMAD.csv,res.eq,LMAD,Flowering Time
AnthesistoSilkInterval,GRMZM2G386463,0.305967200557908,0.012806309224721,0.305967200557908,1,0.153948540085032,res.eq_mediator_AnthesistoSilkInterval_ts_LMAD.csv,res.eq,LMAD,Flowering Time
AnthesistoSilkInterval,GRMZM5G867512,1.38276220646296e-14,0.29991311676235,0.29991311676235,1,0.0666073904411576,res.eq_mediator_AnthesistoSilkInterval_ts_LMAD.csv,res.eq,LMAD,Flowering Time
AnthesistoSilkInterval,GRMZM6G175135,0.0748832152073465,0.000537949527253057,0.0748832152073465,0.898598582488158,0.222925911227612,res.eq_mediator_AnthesistoSilkInterval_ts_LMAD.csv,res.eq,LMAD,Flowering Time
AnthesistoSilkInterval,AC149475.2_FG003,6.7431835708412e-20,0.543657012261665,0.543657012261665,1,-0.0315024978555787,res.eq_mediator_AnthesistoSilkInterval_ts_LMAN.csv,res.eq,LMAN,Flowering Time
AnthesistoSilkInterval,AC192244.3_FG007,0.164249656179413,0.00132831634019781,0.164249656179413,1,-0.166823101110263,res.eq_mediator_AnthesistoSilkInterval_ts_LMAN.csv,res.eq,LMAN,Flowering Time
AnthesistoSilkInterval,GRMZM2G000231,0.122521036926581,0.024454487097237,0.122521036926581,1,0.110365687328821,res.eq_mediator_AnthesistoSilkInterval_ts_LMAN.csv,res.eq,LMAN,Flowering Time
AnthesistoSilkInterval,GRMZM2G003385,0.361077999010524,0.000111927486538432,0.361077999010524,1,0.205007013256738,res.eq_mediator_AnthesistoSilkInterval_ts_LMAN.csv,res.eq,LMAN,Flowering Time
AnthesistoSilkInterval,GRMZM2G029242,0.372364877313397,0.904703924402769,0.904703924402769,1,0.00661482754479413,res.eq_mediator_AnthesistoSilkInterval_ts_LMAN.csv,res.eq,LMAN,Flowering Time
AnthesistoSilkInterval,GRMZM2G054225,0.294688133584418,0.00195034401197858,0.294688133584418,1,0.158785531949702,res.eq_mediator_AnthesistoSilkInterval_ts_LMAN.csv,res.eq,LMAN,Flowering Time
AnthesistoSilkInterval,GRMZM2G065073,0.131775129577624,0.0026155229229563,0.131775129577624,1,0.150171368301957,res.eq_mediator_AnthesistoSilkInterval_ts_LMAN.csv,res.eq,LMAN,Flowering Time
AnthesistoSilkInterval,GRMZM2G081924,0.423103552198329,0.145319856218543,0.423103552198329,1,0.0752880110751806,res.eq_mediator_AnthesistoSilkInterval_ts_LMAN.csv,res.eq,LMAN,Flowering Time
AnthesistoSilkInterval,GRMZM2G089713,0.561280182732769,6.05340868053972e-06,0.561280182732769,1,0.240588349289568,res.eq_mediator_AnthesistoSilkInterval_ts_LMAN.csv,res.eq,LMAN,Flowering Time
AnthesistoSilkInterval,GRMZM2G112538,0.16906194572534,0.0327475340392802,0.16906194572534,1,0.110653108229222,res.eq_mediator_AnthesistoSilkInterval_ts_LMAN.csv,res.eq,LMAN,Flowering Time
AnthesistoSilkInterval,GRMZM2G120922,0.240477308720588,0.901587341955642,0.901587341955642,1,0.00616279340462122,res.eq_mediator_AnthesistoSilkInterval_ts_LMAN.csv,res.eq,LMAN,Flowering Time
AnthesistoSilkInterval,GRMZM2G141081,6.25224038215389e-22,0.0927857837242902,0.0927857837242902,1,-0.0895370540568158,res.eq_mediator_AnthesistoSilkInterval_ts_LMAN.csv,res.eq,LMAN,Flowering Time
AnthesistoSilkInterval,GRMZM2G142898,0.0720665225143904,0.0094171955846154,0.0720665225143904,1,0.134411035183196,res.eq_mediator_AnthesistoSilkInterval_ts_LMAN.csv,res.eq,LMAN,Flowering Time
AnthesistoSilkInterval,GRMZM2G151993,0.202099217467908,0.0429998330677759,0.202099217467908,1,-0.117075976802813,res.eq_mediator_AnthesistoSilkInterval_ts_LMAN.csv,res.eq,LMAN,Flowering Time
AnthesistoSilkInterval,GRMZM2G304687,6.37101792823386e-20,0.275653572052351,0.275653572052351,1,0.0694363490200503,res.eq_mediator_AnthesistoSilkInterval_ts_LMAN.csv,res.eq,LMAN,Flowering Time
AnthesistoSilkInterval,GRMZM2G402493,2.46903690399062e-24,0.00473657225991353,0.00473657225991353,0.08052172841853,0.148127731589671,res.eq_mediator_AnthesistoSilkInterval_ts_LMAN.csv,res.eq,LMAN,Flowering Time
AnthesistoSilkInterval,GRMZM2G472671,0.0830760909740977,0.157747020394499,0.157747020394499,1,-0.0704679272315282,res.eq_mediator_AnthesistoSilkInterval_ts_LMAN.csv,res.eq,LMAN,Flowering Time
AnthesistoSilkInterval,AC148152.3_FG001,1.27443428079888e-22,0.00967749225074455,0.00967749225074455,0.00967749225074455,0.128334151191525,res.fixed_mediator_AnthesistoSilkInterval_ts_GRoot.csv,res.fixed,GRoot,Flowering Time
AnthesistoSilkInterval,AC148167.6_FG001,6.06978874744708e-21,0.666767951669589,0.666767951669589,0.666767951669589,-0.0232355534922293,res.fixed_mediator_AnthesistoSilkInterval_ts_GShoot.csv,res.fixed,GShoot,Flowering Time
AnthesistoSilkInterval,AC148167.6_FG001,0.318098352388983,8.11581306123799e-05,0.318098352388983,0.318098352388983,-0.200937645131593,res.fixed_mediator_AnthesistoSilkInterval_ts_Kern.csv,res.fixed,Kern,Flowering Time
AnthesistoSilkInterval,GRMZM2G083427,6.32231061238194e-17,0.00164501685536145,0.00164501685536145,0.0032900337107229,-0.160178411672304,res.fixed_mediator_AnthesistoSilkInterval_ts_Kern.csv,res.fixed,Kern,Flowering Time
AnthesistoSilkInterval,AC148152.3_FG005,2.66357795455413e-19,0.0180537790418713,0.0180537790418713,0.0180537790418713,0.114590986742156,res.fixed_mediator_AnthesistoSilkInterval_ts_L3Base.csv,res.fixed,L3Base,Flowering Time
AnthesistoSilkInterval,GRMZM2G000231,1.91681405524425e-26,2.77178685315072e-05,2.77178685315072e-05,5.54357370630143e-05,0.205700318005501,res.fixed_mediator_AnthesistoSilkInterval_ts_L3Base.csv,res.fixed,L3Base,Flowering Time
AnthesistoSilkInterval,AC149475.2_FG003,0.130705592822355,0.00919335754892026,0.130705592822355,0.280058764894069,0.158251347680084,res.fixed_mediator_AnthesistoSilkInterval_ts_L3Tip.csv,res.fixed,L3Tip,Flowering Time
AnthesistoSilkInterval,GRMZM2G077340,0.0933529216313564,0.00788130530096165,0.0933529216313564,0.280058764894069,0.162321403117479,res.fixed_mediator_AnthesistoSilkInterval_ts_L3Tip.csv,res.fixed,L3Tip,Flowering Time
AnthesistoSilkInterval,GRMZM2G429035,0.639871909706191,0.000467930998933941,0.639871909706191,0.639871909706191,0.22982456117965,res.fixed_mediator_AnthesistoSilkInterval_ts_L3Tip.csv,res.fixed,L3Tip,Flowering Time
AnthesistoSilkInterval,AC148167.6_FG001,1.08039190980488e-15,0.667248893369266,0.667248893369266,1,-0.0217982037569312,res.fixed_mediator_AnthesistoSilkInterval_ts_LMAD.csv,res.fixed,LMAD,Flowering Time
AnthesistoSilkInterval,GRMZM2G000231,0.205386071370946,0.544713355770845,0.544713355770845,1,0.0346340737252345,res.fixed_mediator_AnthesistoSilkInterval_ts_LMAD.csv,res.fixed,LMAD,Flowering Time
AnthesistoSilkInterval,GRMZM2G014917,0.3321974823137,0.107461280899765,0.3321974823137,1,0.0850344193928583,res.fixed_mediator_AnthesistoSilkInterval_ts_LMAD.csv,res.fixed,LMAD,Flowering Time
AnthesistoSilkInterval,GRMZM2G074245,0.274712289003972,0.329624586219363,0.329624586219363,1,0.0496861014975389,res.fixed_mediator_AnthesistoSilkInterval_ts_LMAD.csv,res.fixed,LMAD,Flowering Time
